City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,Price
Šiauliai,Centras,Spindulio g.,50.44,2,5,1983,Block house,Central,Fully,55000
Šiauliai,Centras,Spindulio g.,50.0,2,4,1988,Block house,Central,Fully,51000
Utenos m.,Vyturių,J. Basanavičiaus g.,44.97,2,2,1970,Brick,Central,Fully,52600
Utenos m.,Vyturių,J. Basanavičiaus g.,28.4,1,2,1976,Brick,Central,Fully,90000
Tauragės r. sav.,Lomių k.,Vilties g.,350.0,3,3,1980,Brick,Solid fuel,Other,9900
Vilnius,Viršuliškės,Viršuliškių g.,64.0,3,8,1977,Block house,Central,Fully,109900
Vilnius,Senamiestis,A. Vienuolio g.,36.59,2,1,1957,Brick,Central thermostat,Fully,177000
Šilutės r. sav.,Rusnės mstl.,K. Donelaičio g.,78.0,3,1,2014,Brick,Other,Partial,46000
Vilnius,Lazdynai,Šiltnamių g.,74.55,4,7,1986,Brick,Central,Fully,195000
Vilnius,Antakalnis,V. Grybo g.,38.0,2,1,1960,Brick,Central,Fully,85000
Vilnius,Antakalnis,V. Grybo g.,50.64,2,4,1976,Block house,Central,Not,47000
Vilnius,Antakalnis,V. Grybo g.,28.0,1,4,1989,Brick,Central,Fully,30000
Klaipėda,Centras,Taikos pr.,47.7,2,2,1967,Block house,Central,Fully,83000
Klaipėda,Centras,Taikos pr.,43.83,2,4,1970,Block house,Central thermostat,Fully,43000
Vilnius,Viršuliškės,Viršuliškių g.,63.91,3,6,1977,Block house,Central,Fully,106000
Šiauliai,Centras,Aušros al.,46.0,2,2,1959,Brick,Central thermostat,Fully,107000
Vilnius,Senamiestis,Vašingtono a.,93.35,4,5,1952,Brick,Gas,Fully,370000
Vilnius,Pilaitė,Simono Grunau g.,77.55,4,2,2022,Brick,Gas,Partial,147345
Vilnius,Šnipiškės,Konstitucijos pr.,99.0,3,21,2004,Brick,Central thermostat,Partial,380000
Vilnius,Pilaitė,Bitėnų g.,24.92,1,3,2018,Brick,Central thermostat,Fully,95000
Vilnius,Užupis,Krivūlės g.,70.0,3,4,2016,Brick,"Gas, other",Fully,329000
Vilnius,Paupys,Aukštaičių g.,110.0,4,4,2021,Brick,Central,Fully,968000
Kaunas,Petrašiūnai,R. Kalantos g.,35.76,2,3,1972,Brick,Central,Fully,80000
Kaunas,Centras,V. Putvinskio g.,60.77,3,3,1933,Brick,Central,Fully,158000
Vilnius,Senamiestis,S. Skapo g.,54.0,2,2,1940,Brick,Central,Fully,298000
Klaipėda,Centras,Rumpiškės g.,33.08,2,3,1963,Brick,Central,Fully,33000
Vilnius,Viršuliškės,Tujų g.,77.53,4,3,1978,Block house,Central,Fully,149000
Kaunas,Žemutiniai Kaniūkai,Antagynės g.,75.18,3,1,2020,Brick,Aerothermal,Fully,199900
Vilnius,Lazdynai,Architektų g.,63.5,3,4,1970,Block house,Central,Fully,120000
Vilnius,Žirmūnai,Minties g.,57.24,3,3,2004,Brick,Central thermostat,Fully,160000
Klaipėda,Žvejybos uostas,Sulupės g.,30.66,2,1,1962,Brick,"Central, electric",Fully,36000
Vilnius,Šnipiškės,Kalvarijų g.,47.0,2,3,1969,Block house,Central,Fully,127000
Kaunas,Šilainiai,Apuolės g.,93.75,4,1,2022,Brick,Gas,Partial,179800
Klaipėda,Baltija,Baltijos pr.,34.85,2,5,1968,Brick,Central,Fully,54000
Vilnius,Šnipiškės,Kalvarijų g.,40.75,2,5,2023,Block house,Central thermostat,Partial,139200
Vilnius,Žirmūnai,Verkių g.,31.3,2,6,2023,Block house,Central thermostat,Partial,114000
Vilnius,Šnipiškės,Veprių g.,46.93,2,3,2024,Brick,Central thermostat,Partial,191000
Vilnius,Justiniškės,Taikos g.,66.0,3,1,1983,Block house,Central,Fully,112500
Vilnius,Kalnėnai,Ašmenėlės g.,42.73,2,1,2022,Brick,Gas,Partial,105000
Vilnius,Kalnėnai,Ašmenėlės g.,55.2,3,3,2022,Brick,Gas,Partial,123000
Vilnius,Kalnėnai,Ašmenėlės g.,46.17,2,3,2022,Brick,Gas,Partial,110000
Kauno r. sav.,Užliedžių k.,Griežlės g.,46.1,2,2,2009,Brick,Gas,Fully,85000
Vilnius,Baltupiai,Kalvarijų g.,25.87,1,3,2022,Block house,Central thermostat,Partial,86851
Vilnius,Šnipiškės,Veprių g.,55.34,3,2,2024,Brick,Central thermostat,Fully,226300
Vilnius,Lazdynai,Architektų g.,78.0,4,1,1970,Block house,Central,Fully,139000
Panevėžys,Žemaičiai,Žemaičių g.,50.0,2,4,1975,Brick,Central,Fully,44000
Panevėžys,Žemaičiai,Žemaičių g.,71.67,3,2,2023,Monolithic,Central thermostat,Partial,258012
Panevėžys,Žemaičiai,Žemaičių g.,56.91,3,1,2023,Monolithic,Central thermostat,Partial,193494
Šakių r. sav.,Gelgaudiškio m.,Mokyklos g.,54.0,2,5,1989,Brick,Central,Partial,15000
Kaunas,Dainava,Taikos pr.,44.0,2,4,1970,Block house,Central,Fully,73000
Kaunas,Dainava,Taikos pr.,65.53,3,2,1992,Brick,Central,Fully,109000
Vilnius,Kalnėnai,Azerų g.,86.64,4,1,2022,Brick,Gas,Fully,240000
Šiauliai,Gytariai,K. Korsako g.,50.2,2,5,1989,Block house,Central,Fully,65000
Vilnius,Žirmūnai,Minties g.,48.0,2,2,1969,Block house,Central,Fully,108000
Vilnius,Šnipiškės,Linkmenų g.,68.0,3,5,2016,Brick,Central thermostat,Fully,265000
Šiauliai,Pabaliai,Išradėjų g.,22.0,1,1,1978,Brick,Other,Fully,44000
Kaunas,Žemieji Šančiai,Kranto al.,72.17,4,3,1970,Brick,Central,Partial,110000
Kaunas,Dainava,V. Krėvės pr.,43.72,2,4,1968,Block house,Central,Fully,88000
Kaunas,Žaliakalnis,Gričiupio g.,40.0,2,4,1972,Brick,Central,Fully,62000
Kaunas,Kalniečiai,Savanorių pr.,51.09,2,5,1982,Block house,Central thermostat,Partial,79000
Kaunas,Kalniečiai,Geležinio Vilko g.,61.83,3,5,1978,Block house,Central,Partial,87000
Vilnius,Šeškinė,Musninkų g.,49.86,2,4,1980,Block house,Central,Fully,127000
Vilnius,Justiniškės,Taikos g.,81.22,3,2,2006,Brick,Central thermostat,Fully,199900
Vilnius,Justiniškės,Taikos g.,81.22,4,2,2006,Brick,Central thermostat,Fully,199900
Palanga,Palanga,Vanagupės g.,23.1,1,2,2022,Brick,Central,Fully,99900
Vilnius,Pašilaičiai,Gabijos g.,64.25,2,8,2004,Brick,Central thermostat,Fully,135000
Kaunas,Žaliakalnis,Savanorių pr.,67.11,3,3,1935,Brick,Gas,Fully,175000
Kaunas,Eiguliai,Šiaurės pr.,51.0,2,3,1980,Block house,Central,Fully,79800
Kaunas,Eiguliai,Šiaurės pr.,41.0,2,1,2006,Brick,Gas,Fully,140000
Vilnius,Senamiestis,Didžioji g.,94.0,3,2,1940,Brick,Central thermostat,Partial,550000
Vilnius,Senamiestis,Didžioji g.,46.0,3,1,1958,Brick,Solid fuel,Fully,13000
Šiauliai,Žaliūkiai,Verdulių g.,58.0,2,2,1926,Monolithic,Gas,Fully,72000
Kauno r. sav.,Garliavos m.,Liepų g.,33.08,2,4,1977,Brick,Central,Fully,39950
Kauno r. sav.,Garliavos m.,Liepų g.,73.0,3,5,1973,Brick,Gas,Fully,40000
Šiauliai,Centras,Medelyno g.,33.0,2,3,1977,Brick,Central,Fully,33200
Šiauliai,Centras,Medelyno g.,114.22,5,3,2021,Brick,Gas,Fully,369000
Šiauliai,Centras,Medelyno g.,36.55,2,1,1982,Block house,Central,Fully,19000
Šiauliai,Gytariai,Kviečių g.,64.33,3,4,1991,Block house,Central,Fully,80600
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,78.0,4,3,1981,Brick,Central,Fully,26499
Klaipėda,Naujakiemis,Taikos pr.,33.0,1,5,1972,Block house,Central,Fully,60000
Klaipėda,Baltija,Baltijos pr.,49.0,2,1,1976,Brick,Central,Fully,55000
Klaipėda,Baltija,Baltijos pr.,59.27,2,4,2009,Brick,Central,Fully,129900
Alytus,Vidzgiris,Ulonų g.,49.76,2,3,1970,Brick,Central,Fully,36000
Trakų r. sav.,Senųjų Trakų k.,Nerūdininkų g.,68.3,3,2,1993,Block house,Central,Fully,99900
Vilnius,Viršuliškės,Viršuliškių g.,35.0,1,7,2020,Brick,"Electric, aerothermal",Fully,99990
Vilnius,Viršuliškės,Viršuliškių g.,52.7,2,5,1981,Brick,Central,Fully,51500
Kaunas,Žaliakalnis,Vaisių g.,68.79,3,2,1927,Log house,Gas,Fully,108900
Vilnius,Pašilaičiai,Ukmergės g.,63.0,2,8,2006,Block house,Central thermostat,Fully,149999
Vilnius,Pašilaičiai,Ukmergės g.,44.92,2,2,1968,Brick,Solid fuel,Fully,5500
Vilnius,Antakalnis,Tverečiaus g.,49.5,2,4,1972,Brick,Central,Fully,125000
Vilnius,Naujamiestis,Savanorių pr.,80.86,3,14,2009,Other,Central,Fully,268000
Vilnius,Antakalnis,Antakalnio g.,28.23,1,1,1968,Brick,Central,Fully,78000
Kaunas,Dainava,Taikos pr.,45.0,2,4,1968,Block house,Central,Other,70000
Šiauliai,Dainiai,Aido g.,52.58,2,2,1980,Block house,"Central, electric",Fully,70000
Vilnius,Justiniškės,Taikos g.,37.0,1,4,1985,Block house,Central,Fully,79500
Vilnius,Lazdynai,Architektų g.,77.9,4,5,1970,Block house,Central,Fully,114000
Vilnius,Karoliniškės,Virginijaus Druskio g.,48.0,2,3,1974,Block house,Central,Fully,89900
Utenos m.,Dauniškis,Aušros g.,30.16,1,9,1982,Brick,Central,Fully,35500
Šiauliai,Centras,Algirdo Juliaus Greimo g.,44.51,2,5,1964,Block house,Central,Fully,76000
Vilnius,Šnipiškės,Kalvarijų g.,21.0,1,2,1964,Brick,Electric,Fully,62000
Akmenės r. sav.,Naujosios Akmenės m.,V. Kudirkos g.,71.48,4,4,1969,Brick,Central,Fully,17300
Vilnius,Justiniškės,Taikos g.,50.61,2,4,1985,Block house,Central,Fully,119990
Kaunas,Centras,Laisvės al.,96.64,5,4,1975,Brick,Central,Fully,211900
Kaunas,Centras,Laisvės al.,64.0,3,4,2021,Brick,Central thermostat,Fully,169000
Trakų r. sav.,Būdos k.,Angelų Kalvos g.,52.88,2,2,1898,Brick,Solid fuel,Partial,29500
Vilnius,Antakalnis,M. K. Oginskio g.,104.61,4,1,1994,Brick,Gas,Fully,395000
Vilnius,Naujininkai,Šaltkalvių g.,27.79,1,7,1972,Brick,Central,Fully,54000
Vilnius,Naujininkai,Šaltkalvių g.,21.47,1,8,1972,Brick,Central,Fully,50000
Vilnius,Baltupiai,Kazio Borutos g.,74.04,3,5,2003,Brick,Gas,Fully,210000
Vilnius,Baltupiai,Kazio Borutos g.,54.0,1,1,2013,Brick,Gas,Fully,145000
Vilnius,Baltupiai,Kazio Borutos g.,54.0,2,3,2007,Brick,Central thermostat,Fully,165000
Šiaulių r. sav.,Ginkūnų k.,Žeimių g.,60.6,2,4,2007,Brick,Central,Fully,85500
Šiaulių r. sav.,Ginkūnų k.,Žeimių g.,38.34,2,1,2021,Brick,Gas,Fully,152000
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,71.0,3,6,1974,Block house,Central,Fully,119000
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,46.1,2,1,2021,Brick,Gas,Fully,189000
Vilniaus r. sav.,Klevinės vs.,Arkos g.,97.49,4,1,2015,Brick,Gas,Fully,219000
Vilniaus r. sav.,Klevinės vs.,Arkos g.,53.61,2,4,1987,Block house,Gas,Fully,34000
Klaipėda,Žvejybos uostas,Kalnupės g.,51.59,2,5,1988,Brick,Central,Partial,73000
Šiauliai,Lieporiai,Krymo g.,62.43,3,2,1977,Block house,Central,Fully,80000
Šiauliai,Centras,Ežero g.,18.0,1,3,1966,Brick,Central,Fully,9500
Klaipėda,Bandužiai,Budelkiemio g.,77.0,3,2,1993,Block house,Central,Fully,95000
Šiauliai,Dainiai,Architektų g.,50.54,2,4,1985,Block house,Central,Fully,58500
Marijampolės m.,Degučiai,Draugystės g.,38.0,2,5,1980,Block house,Central,Fully,52500
Marijampolės m.,Degučiai,Draugystės g.,63.27,3,3,1992,Brick,Gas,Fully,65000
Vilnius,Tarandė,Žozefo Pusjė g.,77.44,3,2,2022,Brick,Aerothermal,Partial,165000
Vilnius,Šeškinė,Čiobiškio g.,51.0,3,6,1982,Block house,Central,Fully,132500
Klaipėda,Senamiestis,Galinio Pylimo g.,49.0,2,3,1957,Brick,Central,Fully,120000
Klaipėdos r. sav.,Trušelių k.,Giliškės g.,140.0,4,1,2016,Brick,Gas,Fully,189000
Klaipėda,Kaunas,Taikos pr.,50.0,2,1,1969,Brick,Central,Fully,89000
Kaunas,Kalniečiai,Savanorių pr.,59.1,3,4,1978,Block house,Central,Fully,85000
Kaunas,Senamiestis,Jonavos g.,41.86,2,1,1976,Brick,Central,Fully,65000
Kaunas,Dainava,Savanorių pr.,59.9,3,5,1973,Brick,Central,Fully,79000
Vilnius,Naujoji Vilnia,Parko g.,21.0,1,9,1971,Brick,Central,Fully,50500
Vilnius,Pilaitė,Karaliaučiaus g.,66.8,3,7,2022,Brick,Central thermostat,Partial,175000
Vilnius,Pilaitė,Karaliaučiaus g.,62.05,3,3,2022,Brick,Central thermostat,Partial,158100
Vilnius,Žvėrynas,Sakalų g.,85.13,3,3,2004,Brick,Gas,Fully,330000
Vilnius,Pilaitė,Danės g.,66.0,3,1,2019,Brick,"Aerothermal, other",Fully,224000
Klaipėda,Miškas,Kretingos g.,62.33,3,2,2022,Brick,Central thermostat,Partial,124680
Kauno r. sav.,Užliedžių k.,Tetervinų g.,55.5,3,2,2023,Brick,Gas,Partial,89000
Vilnius,Antakalnis,Smėlio g.,50.0,3,1,1963,Brick,Central,Fully,155000
Marijampolės m.,Mokolai,Mokolų g.,48.75,2,5,1989,Block house,Central,Fully,59800
Marijampolės m.,Degučiai,Sporto g.,32.76,1,7,1978,Block house,Central,Fully,36800
Vilnius,Pašilaičiai,Perkūnkiemio g.,60.0,3,12,2017,Block house,Central thermostat,Fully,180000
Vilnius,Valakampiai,Gervuogių g.,90.45,3,3,2007,Brick,Gas,Fully,365000
Šiauliai,Dainiai,Dainų g.,59.0,2,4,2008,Brick,Central thermostat,Fully,149000
Šiauliai,Dainiai,Dainų g.,61.49,3,2,1933,Brick,Gas,Fully,56000
Kauno r. sav.,Panevėžiuko k.,Taikos g.,37.14,1,2,1989,Brick,Solid fuel,Not,24000
Raseinių r. sav.,Blinstrubiškių k.,Dvaro g.,40.03,1,1,1926,Brick,Other,Fully,11000
Vilniaus r. sav.,Rudaminos k.,Gamyklos g.,19.0,1,3,1985,Brick,"Central, electric",Fully,34900
Vilniaus r. sav.,Rudaminos k.,Gamyklos g.,22.68,1,1,2022,Brick,Central,Partial,98880
Marijampolės m.,Centras,Vasario 16-osios g.,64.32,3,4,1970,Brick,Central thermostat,Fully,69800
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,46.6,2,1,1972,Block house,Central,Other,95000
Vilnius,Naujoji Vilnia,Pergalės g.,15.33,1,3,1967,Brick,Central,Fully,25500
Vilnius,Užupis,Paupio g.,12.6,1,4,1960,Brick,Central thermostat,Not,44900
Vilnius,Senamiestis,Maironio g.,38.71,2,2,1940,Brick,Gas,Fully,188000
Vilnius,Senamiestis,Maironio g.,63.83,3,5,1982,Block house,Central,Fully,76500
Klaipėda,Bandužiai,Budelkiemio g.,78.0,3,9,1987,Block house,Central,Fully,81500
Klaipėda,Centras,Karklų g.,68.0,3,1,1960,Brick,Central,Fully,139900
Vilnius,Justiniškės,Rygos g.,60.0,3,2,2022,Brick,Central thermostat,Fully,165052
Šiauliai,Dainiai,Gegužių g.,36.64,1,5,1989,Block house,Central,Fully,42500
Kaunas,Sargėnai,Vandžiogalos pl.,57.85,2,1,2002,Brick,Central,Fully,93000
Klaipėda,Bandužiai,Bandužių g.,44.0,1,1,1990,Block house,Central thermostat,Fully,50000
Klaipėda,Vingis,Šilutės pl.,33.0,1,4,1983,Block house,Central,Fully,43700
Utenos m.,Vyturių,Sėlių g.,63.8,3,5,1976,Block house,Central,Fully,65500
Utenos m.,Vyturių,Sėlių g.,65.53,3,2,1992,Brick,Central,Fully,109000
Utenos m.,Vyturių,Sėlių g.,37.18,2,3,2003,Brick,Electric,Fully,107000
Kaunas,Freda,Europos pr.,51.06,2,1,2022,Monolithic,Central thermostat,Partial,125000
Vilnius,Grigiškės,Kovo 11-osios g.,47.27,2,1,1975,Block house,Central,Fully,81900
Panevėžys,Centras,Durpyno g.,49.0,2,5,1970,Brick,Central,Fully,45000
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,77.9,4,4,1975,Block house,Central,Other,122000
Vilnius,Tarandė,Žozefo Pusjė g.,86.11,4,1,2023,Brick,Aerothermal,Partial,180000
Vilnius,Tarandė,Žozefo Pusjė g.,42.82,3,3,2022,Brick,Electric,Fully,185000
Vilnius,Naujoji Vilnia,Pramonės g.,19.0,1,4,1969,Brick,Gas,Fully,36000
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,63.0,3,9,1974,Monolithic,Central,Fully,116000
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,67.57,3,2,1984,Brick,Central thermostat,Fully,156000
Vilnius,Pilaitė,Karaliaučiaus g.,62.71,3,4,2021,Brick,Central thermostat,Fully,189000
Kaunas,Vaišvydava,J. Aisčio g.,75.5,4,1,2022,Brick,Aerothermal,Partial,129000
Šiauliai,Medelynas,Birutės g.,23.73,1,1,1940,Carcass house,Solid fuel,Fully,8900
Šiauliai,Rėkyva,Energetikų g.,56.96,2,2,1954,Brick,Central,Fully,29900
Šiauliai,Rėkyva,Energetikų g.,47.71,2,5,1982,Brick,Central,Fully,49900
Vilnius,Antakalnis,L. Sapiegos g.,51.81,3,7,2004,Brick,Central,Fully,280000
Vilnius,Senamiestis,A. Goštauto g.,55.0,3,1,1970,Brick,Gas,Fully,203000
Kaunas,Šilainiai,Rasytės g.,37.0,2,5,1982,Block house,Central,Fully,76900
Šiauliai,Dainiai,Architektų g.,80.53,4,5,1983,Block house,Central,Fully,101900
Šiauliai,Gytariai,K. Korsako g.,51.8,2,5,1989,Block house,Central,Fully,59000
Kaunas,Dainava,Partizanų g.,44.0,2,1,1972,Block house,Central,Fully,85000
Kaunas,Dainava,Partizanų g.,64.0,3,12,1978,Block house,Central,Fully,110000
Kaunas,Šilainiai,Baltijos g.,50.0,2,5,1989,Block house,Central,Fully,92000
Kaunas,Šilainiai,Šarkuvos g.,61.0,3,1,1987,Block house,Central,Fully,105000
Kaunas,Aukštieji Šančiai,Daujėnų g.,47.02,2,1,1940,Brick,"Gas, solid fuel",Fully,58000
Kaunas,Šilainiai,Žaibo g.,42.0,2,3,2022,Monolithic,Central thermostat,Fully,99900
Kaunas,Centras,Laisvės al.,65.22,3,4,1975,Brick,Central,Fully,146900
Vilnius,Santariškės,Žaliųjų Ežerų g.,42.37,2,8,1982,Brick,Central thermostat,Not,109900
Vilnius,Šeškinė,Gelvonų g.,61.72,3,5,1982,Block house,Central,Fully,115000
Vilnius,Naujoji Vilnia,Parko g.,22.62,1,3,1984,Brick,Central,Fully,43000
Alytus,Dainava,Naujoji g.,50.4,2,5,1967,Brick,Central,Fully,19950
Vilnius,Fabijoniškės,Salomėjos Nėries g.,55.4,2,6,2006,Brick,Central thermostat,Fully,125000
Panevėžys,Molainiai,Molainių g.,49.91,2,3,1986,Block house,Central thermostat,Fully,69500
Vilnius,Naujamiestis,V. Pietario g.,18.0,1,5,1966,Brick,Central,Fully,35500
Alytus,Dainava,Tvirtovės g.,70.96,4,3,1974,Brick,Central,Fully,76000
Alytus,Dainava,Tvirtovės g.,49.0,2,2,1963,Block house,Central,Fully,44499
Vilniaus r. sav.,Avižienių k.,Sudervės g.,18.0,1,1,1993,Brick,Gas,Fully,32900
Šiauliai,Žaliūkiai,Tilžės g.,42.0,2,2,1964,Brick,Central,Fully,57500
Klaipėda,Debrecenas,Debreceno g.,62.0,3,3,1971,Block house,Central,Fully,85999
Klaipėda,Debrecenas,Debreceno g.,61.7,3,3,1971,Block house,Central,Fully,89900
Panevėžys,Skaistakalnis,Pajuostės pl.,51.0,2,4,1980,Brick,Central,Fully,72700
Vilnius,Naujamiestis,Skroblų g.,41.43,2,3,2022,Block house,Central thermostat,Fully,173000
Kaunas,Dainava,Birželio 23-iosios g.,66.2,4,4,1968,Brick,Central,Fully,110000
Kaunas,Šilainiai,Rasytės g.,58.62,3,2,1985,Block house,Central,Fully,119000
Vilnius,Pašilaičiai,Eitminų g.,59.0,3,2,2015,Brick,Central thermostat,Fully,152000
Vilnius,Senamiestis,J. Jasinskio g.,49.0,2,3,1940,Brick,Central,Fully,195000
Šiauliai,Dainiai,Gardino g.,50.0,2,1,1977,Block house,Central,Partial,69300
Vilnius,Šeškinė,Šeškinės g.,50.36,2,5,1980,Block house,Central,Fully,110000
Vilnius,Šeškinė,Šeškinės g.,32.41,1,3,1961,Brick,Central,Fully,22000
Vilnius,Fabijoniškės,Fabijoniškių g.,90.64,4,4,1994,Monolithic,Central,Fully,139990
Vilnius,Fabijoniškės,Fabijoniškių g.,90.64,3,4,1994,Monolithic,Central,Fully,139990
Vilnius,Fabijoniškės,Fabijoniškių g.,65.23,3,1,2007,Brick,Gas,Fully,254000
Vilnius,Fabijoniškės,Fabijoniškių g.,62.41,3,4,1965,Block house,Central,Fully,90000
Kauno r. sav.,Užliedžių k.,Pienių g.,49.82,2,2,2008,Brick,Central thermostat,Fully,87000
Kaunas,Dainava,Taikos pr.,49.46,2,4,1988,Brick,Central,Fully,92000
Vilnius,Šnipiškės,Konstitucijos pr.,130.54,3,16,2004,Brick,Central thermostat,Fully,495000
Vilnius,Antakalnis,Šilo g.,58.04,2,1,1959,Brick,Central,Fully,189700
Vilnius,Senamiestis,Konstitucijos pr.,130.54,3,16,2004,Brick,Central thermostat,Fully,495000
Šiauliai,Centras,Varpo g.,73.2,2,1,1958,Brick,Central,Fully,138800
Vilnius,Senamiestis,Vingrių g.,41.0,2,1,2001,Brick,Central,Fully,185000
Kaunas,Freda,Jurginų g.,60.0,3,2,2022,Brick,Gas,Partial,125000
Vilnius,Žvėrynas,Liepyno g.,49.51,2,5,1984,Brick,Central,Fully,159998
Vilnius,Naujininkai,Prūsų g.,21.7,1,8,1973,Brick,Central,Fully,53500
Vilnius,Naujininkai,Prūsų g.,62.4,3,1,2022,Brick,Aerothermal,Fully,279000
Vilnius,Šiaurės miestelis,Kareivių g.,34.02,2,5,1981,Brick,Central,Fully,75800
Vilnius,Šiaurės miestelis,Ozo g.,42.0,2,6,2022,Block house,Central thermostat,Fully,185000
Vilnius,Šnipiškės,Ozo g.,42.0,2,6,2022,Block house,Central thermostat,Fully,185000
Vilnius,Žirmūnai,Ozo g.,42.0,2,6,2022,Block house,Central thermostat,Fully,185000
Vilnius,Baltupiai,Ozo g.,42.0,2,6,2022,Block house,Central thermostat,Fully,185000
Kaunas,Centras,Laisvės al.,85.0,3,5,2011,Brick,Central thermostat,Fully,480000
Kaunas,Centras,Laisvės al.,115.0,4,6,2011,Brick,Central thermostat,Fully,700000
Kaunas,Centras,Laisvės al.,47.0,2,3,2022,Brick,Central thermostat,Partial,180000
Vilnius,Bajorai,Bajorų kel.,56.0,2,4,2010,Brick,Central thermostat,Fully,140000
Vilnius,Pašilaičiai,Žemynos g.,68.34,3,8,1988,Monolithic,Central,Fully,116000
Vilnius,Pašilaičiai,Žemynos g.,45.0,2,1,1991,Brick,Other,Partial,85500
Kaunas,Romainiai,Medingėnų g.,56.0,3,1,2020,Brick,Gas,Fully,153000
Kaunas,Žaliakalnis,Aušros g.,105.0,3,1,1930,Brick,Central,Fully,120000
Kaunas,Žaliakalnis,Žeimenos g.,53.0,2,2,2023,Brick,Central thermostat,Fully,145000
Kaunas,Aukštieji Šančiai,Alsėdžių g.,52.67,2,1,1977,Brick,Central,Fully,67990
Vilnius,Salininkai,Salininkų g.,67.0,3,3,1989,Brick,Central,Fully,89900
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,62.77,3,3,2022,Monolithic,Central thermostat,Fully,153787
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,62.62,3,3,2022,Monolithic,Central thermostat,Partial,128684
Kaunas,Aleksotas,O. Milašiaus g.,76.0,3,1,2023,Brick,Electric,Partial,149000
Kaunas,Aleksotas,O. Milašiaus g.,36.21,2,5,2022,Brick,Central,Partial,115872
Kaunas,Aleksotas,O. Milašiaus g.,50.38,2,3,1985,Block house,Central,Fully,55000
Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.,74.0,3,1,2010,Brick,Gas,Fully,149000
Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.,33.1,1,2,1976,Block house,Central,Fully,35000
Kaunas,Šilainiai,Baltijos g.,37.59,2,2,1985,Block house,Central,Fully,58000
Šiauliai,Centras,Putinų g.,44.4,2,5,1970,Block house,Central,Fully,57900
Vilnius,Šiaurės miestelis,Žygio g.,94.84,4,4,1998,Brick,Gas,Fully,255000
Vilnius,Žirmūnai,Žygio g.,95.84,4,4,1998,Brick,Gas,Fully,255000
Vilnius,Justiniškės,Taikos g.,66.18,3,5,1983,Block house,Central,Fully,132000
Šiauliai,Centras,Trakų g.,54.0,3,5,1963,Brick,Central,Fully,59000
Vilnius,Užupis,Užupio g.,52.0,2,1,1940,Brick,"Solid fuel, electric",Fully,240000
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,52.7,2,6,2022,Monolithic,Central thermostat,Partial,121210
Klaipėda,Vėtrungė,Taikos pr.,65.0,2,14,2009,Monolithic,Central thermostat,Fully,165000
Vilnius,Karoliniškės,Sietyno g.,41.0,1,2,2004,Brick,Central thermostat,Fully,125500
Vilnius,Naujamiestis,Savanorių pr.,43.0,2,4,1962,Brick,Central,Fully,83000
Šiauliai,Gytariai,Gegužių g.,50.0,2,8,1989,Block house,Central,Fully,69900
Šiauliai,Gytariai,Gegužių g.,50.0,2,1,2016,Brick,Central thermostat,Partial,14500
Panevėžys,Centras,Parko g.,118.0,4,12,1995,Brick,Central,Fully,120000
Vilnius,Bajorai,Bajorų kel.,40.7,2,2,2022,Brick,Central thermostat,Partial,117700
Panevėžys,Kniaudiškiai,Ainių g.,48.61,2,1,2022,Brick,Central,Partial,87500
Vilnius,Bajorai,Bajorų kel.,61.0,3,4,2022,Brick,Central thermostat,Partial,159200
Vilnius,Bajorai,Bajorų kel.,27.6,1,3,2022,Brick,Central thermostat,Partial,88000
Vilnius,Lazdynėliai,Lietaus g.,30.31,1,4,2022,Monolithic,Central thermostat,Partial,97300
Vilnius,Bajorai,Bajorų kel.,26.0,1,3,2022,Brick,Central thermostat,Partial,79000
Vilnius,Lazdynėliai,Lietaus g.,56.8,3,4,2022,Monolithic,Central thermostat,Partial,186500
Vilnius,Žirmūnai,Tuskulėnų g.,38.5,2,1,2022,Brick,Central thermostat,Partial,148100
Vilnius,Žirmūnai,Tuskulėnų g.,40.3,2,1,2022,Brick,Central thermostat,Partial,155000
Vilnius,Žirmūnai,Tuskulėnų g.,40.3,2,1,2022,Brick,Central thermostat,Fully,155000
Vilnius,Žirmūnai,Tuskulėnų g.,38.46,2,1,2022,Brick,Central thermostat,Partial,148100
Vilnius,Lazdynėliai,Lietaus g.,33.37,2,4,2022,Brick,Central thermostat,Partial,103400
Vilnius,Žirmūnai,Tuskulėnų g.,36.0,2,4,2022,Brick,Central thermostat,Partial,160200
Vilnius,Lazdynėliai,Lietaus g.,33.5,2,3,2022,Monolithic,Central thermostat,Partial,110500
Vilnius,Bajorai,Bajorų kel.,50.64,3,1,2022,Brick,Central thermostat,Partial,135900
